序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3066,300556,丝路视觉,16.76,-0.3,-0.05,23112.0,38641982.0,2.2,16.9,16.53,16.79,16.81,0.66,2.2,-7.06,2.86,2037361606.0,1759970734.0,-0.53,-0.65,-8.21,-12.02
3067,600284,浦东建设,6.54,-0.3,-0.02,119998.0,78362716.0,2.13,6.61,6.47,6.58,6.56,0.96,1.24,10.69,0.82,6345474240.0,6345474240.0,0.0,-0.15,11.99,4.31
3068,603273,天元智能,16.58,-0.3,-0.05,13016.0,21537416.0,2.04,16.75,16.41,16.55,16.63,0.48,2.32,102.02,4.14,3553316172.0,929448272.0,-0.12,0.0,0.85,0.36
3069,600681,百川能源,3.27,-0.3,-0.01,34984.0,11460547.0,0.91,3.29,3.26,3.28,3.28,0.52,0.26,19.09,1.24,4384595229.0,4381174684.0,0.0,0.0,-0.91,-6.57
3070,301119,正强股份,29.88,-0.3,-0.09,17400.0,51525480.8,4.4,30.5,29.18,29.8,29.97,0.67,2.09,35.18,3.11,3107520000.0,2484656460.0,-0.23,-0.23,2.33,-3.33
3071,301526,国际复材,3.29,-0.3,-0.01,106259.0,34814244.0,1.82,3.31,3.25,3.29,3.3,0.6,0.76,-35.05,1.56,12406188778.0,4620452717.0,-0.3,0.0,-2.08,-11.08
3072,000707,双环科技,6.58,-0.3,-0.02,36217.0,23808202.0,1.36,6.62,6.53,6.6,6.6,0.75,0.78,6.97,1.29,3054079134.0,3054079134.0,0.0,-0.15,-4.22,-10.84
3073,001205,盛航股份,16.67,-0.3,-0.05,23336.0,38850593.0,2.99,16.9,16.4,16.7,16.72,0.61,1.46,17.45,1.55,3134012277.0,2657511479.0,-0.12,0.0,-6.3,-13.58
3074,603163,圣晖集成,26.44,-0.3,-0.08,15118.0,39975767.0,2.07,26.75,26.2,26.41,26.52,0.84,4.32,23.11,2.38,2644000000.0,925472710.0,-0.08,-0.15,-6.04,-0.49
3075,605033,美邦股份,16.88,-0.3,-0.05,17107.0,28929437.0,1.71,17.06,16.77,16.91,16.93,0.86,1.27,39.55,2.02,2282176000.0,2282176000.0,0.0,-0.18,-45.9,40.32
3076,000983,山西焦煤,6.72,-0.3,-0.02,132463.0,89028455.87,1.19,6.77,6.69,6.76,6.74,0.54,0.29,10.05,1.04,38150119116.0,31182234915.0,-0.44,-0.3,-13.51,-18.45
3077,688582,芯动联科,62.9,-0.3,-0.19,40108.0,252456895.0,3.03,64.19,62.28,63.16,63.09,0.6,1.62,113.42,11.31,25198142560.0,15528626200.0,0.03,0.13,20.27,25.02
3078,600716,凤凰股份,3.36,-0.3,-0.01,152318.0,51149426.0,4.15,3.42,3.28,3.4,3.37,1.29,1.63,-17.59,0.62,3145163582.0,3145163582.0,-0.3,-0.3,1.2,-11.11
3079,601228,广州港,3.17,-0.31,-0.01,188434.0,59568482.0,1.26,3.18,3.14,3.18,3.18,0.42,0.25,24.8,1.15,23916164383.0,23916164383.0,-0.31,-0.31,-0.94,-6.49
3080,688485,九州一轨,9.5,-0.31,-0.03,16545.0,15586237.0,3.67,9.64,9.29,9.64,9.53,1.22,1.88,131.95,1.12,1427774589.0,837500791.0,0.74,0.21,12.83,10.08
3081,603598,引力传媒,15.86,-0.31,-0.05,41592.0,65794317.0,1.63,15.96,15.7,15.8,15.91,0.52,1.55,163.71,19.53,4257821594.0,4248305594.0,0.0,-0.06,-13.0,-6.1
3082,688203,海正生材,9.71,-0.31,-0.03,9942.0,9585610.0,3.08,9.82,9.52,9.82,9.74,0.85,0.84,55.43,1.32,1968004040.0,1143137977.0,0.31,-0.21,2.0,-0.31
3083,600459,贵研铂业,12.91,-0.31,-0.04,53902.0,69287663.0,1.47,12.98,12.79,12.9,12.95,0.71,0.72,16.53,1.43,9815409044.0,9732068694.0,0.0,0.08,-6.45,-5.97
3084,002380,科远智慧,22.37,-0.31,-0.07,36658.0,82081527.0,2.14,22.65,22.17,22.33,22.44,0.5,2.58,25.39,2.52,5368613188.0,3181103256.0,-0.09,-0.04,25.18,21.05
3085,600299,安迪苏,9.53,-0.31,-0.03,44386.0,42284718.0,1.88,9.64,9.46,9.56,9.56,0.54,0.17,21.22,1.66,25558519132.0,25558519132.0,0.0,0.0,-17.84,-23.7
3086,300444,双杰电气,6.44,-0.31,-0.02,223375.0,143028924.16,2.79,6.49,6.31,6.46,6.46,0.59,3.77,1357.35,3.15,5143145580.0,3814417751.0,-0.31,-0.31,-1.38,-7.07
3087,300226,上海钢联,19.36,-0.31,-0.06,41826.0,81151131.18,1.49,19.57,19.28,19.4,19.42,0.55,1.36,38.24,3.11,6170446730.0,5932546888.0,0.0,-0.41,-8.2,-15.35
3088,002007,华兰生物,16.11,-0.31,-0.05,76116.0,122852681.86,1.61,16.32,16.06,16.16,16.16,0.51,0.48,27.08,2.48,29461660718.0,25352353381.0,-0.12,-0.19,1.19,-4.39
3089,000929,兰州黄河,6.38,-0.31,-0.02,28337.0,18060862.0,2.5,6.47,6.31,6.43,6.4,0.89,1.53,-22.98,2.16,1185187080.0,1185111943.0,0.0,-0.16,-4.63,-8.46
3090,000692,惠天热电,3.2,-0.31,-0.01,42680.0,13604215.18,1.87,3.22,3.16,3.21,3.21,0.61,0.8,-2.81,-6.15,1705065523.0,1705065523.0,0.31,0.0,-4.19,-8.31
3091,301399,英特科技,21.56,-0.32,-0.07,9322.0,20089177.35,3.14,21.94,21.26,21.43,21.63,0.86,2.47,48.96,2.1,2751056000.0,813088356.0,-0.09,0.19,-23.57,-21.69
3092,000407,胜利股份,3.13,-0.32,-0.01,62644.0,19604732.0,1.27,3.15,3.11,3.15,3.14,0.61,0.72,23.5,0.93,2754664973.0,2741134268.0,0.0,-0.32,-2.8,-8.48
3093,688114,华大智造,75.75,-0.32,-0.24,16959.0,128385585.0,3.65,77.38,74.61,75.61,75.99,0.39,0.8,-52.66,3.95,31551098741.0,16129636042.0,-0.21,-0.26,76.7,61.89
3094,300553,集智股份,42.95,-0.32,-0.14,17820.0,76194196.0,3.41,43.69,42.22,42.63,43.09,0.48,2.9,191.56,4.5,3658818458.0,2637575993.0,-0.02,0.35,45.99,56.18
3095,000531,穗恒运Ａ,6.15,-0.32,-0.02,54764.0,33408907.4,2.27,6.18,6.04,6.16,6.17,0.49,0.6,38.44,0.97,6404618192.0,5594934751.0,0.0,-0.16,-1.28,6.77
3096,301207,华兰疫苗,15.53,-0.32,-0.05,15113.0,23456821.18,1.93,15.74,15.44,15.51,15.58,0.78,1.07,45.42,1.55,9333957075.0,2199801019.0,0.0,-0.13,-12.01,-11.31
3097,301149,隆华新材,9.45,-0.32,-0.03,32142.0,30325248.0,1.9,9.53,9.35,9.5,9.48,0.65,1.24,17.78,2.06,4063500170.0,2454345372.0,-0.32,-0.32,-5.12,-4.45
3098,601800,中国交建,9.31,-0.32,-0.03,190735.0,177248759.0,0.64,9.32,9.26,9.3,9.34,0.47,0.16,6.48,0.54,151553872367.0,109366761807.0,-0.11,0.0,-0.75,-9.7
3099,688568,中科星图,49.74,-0.32,-0.16,25470.0,126473878.0,1.74,50.15,49.28,50.0,49.9,0.43,0.47,76.84,7.04,27025031758.0,27025031758.0,-0.06,0.04,4.76,-2.53
3100,300078,思创医惠,3.04,-0.33,-0.01,243415.0,73794252.08,2.95,3.08,2.99,3.02,3.05,0.61,2.19,-8.99,4.25,3398331579.0,3384636130.0,-0.33,-0.33,7.8,0.0
3101,300824,北鼎股份,9.09,-0.33,-0.03,40720.0,36958617.5,3.07,9.23,8.95,9.12,9.12,0.64,1.29,42.68,4.21,2966445889.0,2872851841.0,0.0,-0.22,2.83,-7.06
3102,688016,心脉医疗,86.56,-0.33,-0.29,8590.0,74621201.0,2.41,88.45,86.36,86.85,86.85,0.48,0.7,21.25,2.81,10669568848.0,10669568848.0,-0.12,0.01,-22.51,-21.2
3103,002614,奥佳华,6.06,-0.33,-0.02,69127.0,41781927.0,2.3,6.13,5.99,6.08,6.08,0.63,1.57,55.56,0.87,3778269117.0,2672544289.0,0.0,-0.16,-3.66,-8.46
3104,002921,联诚精密,12.21,-0.33,-0.04,27117.0,32964544.62,2.53,12.33,12.02,12.19,12.25,0.73,2.3,-51.87,1.55,1691771642.0,1442101598.0,0.08,-0.08,8.82,11.61
3105,003006,百亚股份,26.92,-0.33,-0.09,45376.0,122423553.3,5.26,27.73,26.31,26.94,27.01,0.76,1.06,22.12,8.6,11557385659.0,11531321042.0,-0.11,-0.07,17.2,12.21
3106,600685,中船防务,23.81,-0.33,-0.08,91123.0,217062479.0,1.88,24.05,23.6,23.75,23.89,0.56,1.11,89.21,1.89,33655586860.0,19558371660.0,-0.04,0.0,4.61,0.46
3107,600833,第一医药,12.05,-0.33,-0.04,21859.0,26450956.0,2.23,12.26,11.99,12.12,12.09,0.6,0.98,16.49,2.37,2688190481.0,2688190481.0,0.17,-0.08,-2.98,-10.74
3108,688030,山石网科,15.11,-0.33,-0.05,8260.0,12465849.0,2.44,15.29,14.92,15.07,15.16,0.53,0.46,-19.85,3.01,2723315462.0,2723315462.0,0.13,0.0,4.42,-2.52
3109,001373,翔腾新材,26.8,-0.33,-0.09,7448.0,19933394.68,2.9,27.15,26.37,26.88,26.89,0.56,2.25,123.9,2.05,1840808598.0,887930418.0,0.0,-0.19,-3.91,-8.78
3110,603230,内蒙新华,11.94,-0.33,-0.04,18790.0,22366546.0,1.25,11.99,11.84,11.95,11.98,0.32,0.53,12.49,1.53,4221064620.0,4221064620.0,0.0,-0.17,1.79,-5.69
3111,603958,哈森股份,18.1,-0.33,-0.06,69418.0,127309457.0,5.89,18.87,17.8,18.16,18.16,0.8,3.16,-71.87,5.21,3970416000.0,3970416000.0,-0.33,-0.28,37.96,1.74
3112,300966,共同药业,15.31,-0.33,-0.05,28097.0,43271090.0,3.91,15.75,15.15,15.65,15.36,1.26,3.66,-93.47,2.1,1764927859.0,1173740721.0,0.07,-0.33,-0.65,-5.08
3113,300165,ST天瑞,3.03,-0.33,-0.01,43370.0,13084098.82,1.97,3.05,2.99,3.02,3.04,0.67,1.03,-164.6,1.09,1501400527.0,1274212293.0,0.33,0.0,3.41,0.66
3114,300726,宏达电子,35.68,-0.34,-0.12,72795.0,259615238.99,2.37,36.05,35.2,35.72,35.8,0.48,3.41,42.12,3.0,14694445670.0,7620255133.0,-0.03,0.03,23.29,14.73
3115,600415,小商品城,14.75,-0.34,-0.05,393698.0,577035709.0,3.24,14.86,14.38,14.75,14.8,0.56,0.72,25.17,3.79,80883777409.0,80872192759.0,0.34,0.34,11.66,9.99
3116,603282,亚光股份,14.85,-0.34,-0.05,7758.0,11546756.0,2.89,15.14,14.71,15.0,14.9,0.71,1.21,18.92,1.61,1987227000.0,953139216.0,-0.13,0.13,2.84,1.57
3117,688223,晶科能源,5.88,-0.34,-0.02,207728.0,121847490.0,1.53,5.91,5.82,5.88,5.9,0.54,0.21,649.77,1.82,58830588266.0,58830588266.0,-0.17,-0.34,-11.04,-17.3
3118,688786,悦安新材,23.36,-0.34,-0.08,4352.0,10143869.0,2.01,23.49,23.02,23.45,23.44,0.81,0.36,40.38,3.94,2799306729.0,2799306729.0,0.0,-0.3,-4.69,-5.16
3119,300812,易天股份,17.54,-0.34,-0.06,19354.0,33899259.0,2.33,17.72,17.31,17.43,17.6,0.82,2.09,-132.22,2.83,2458003489.0,1625998465.0,-0.06,-0.11,-16.36,-20.42
3120,000937,冀中能源,5.9,-0.34,-0.02,61136.0,36063481.0,1.01,5.94,5.88,5.93,5.92,0.5,0.18,12.88,0.99,20847926415.0,20257025497.0,-0.17,0.0,-4.22,-6.65
3121,300550,和仁科技,11.83,-0.34,-0.04,14028.0,16576923.0,2.7,11.95,11.63,11.95,11.87,0.51,0.53,2506.95,2.9,3106086468.0,3103202551.0,-0.25,-0.08,-7.22,-21.91
3122,600004,白云机场,8.87,-0.34,-0.03,74162.0,65732820.0,0.79,8.91,8.84,8.9,8.9,0.55,0.31,23.57,1.16,20992791170.0,20992791170.0,0.11,0.11,-4.21,-7.6
3123,603135,中重科技,8.91,-0.34,-0.03,21008.0,18722614.0,2.01,9.0,8.82,8.94,8.94,0.5,0.83,614.96,1.89,5609184293.0,2251175260.0,-0.11,0.0,1.48,0.56
3124,688562,航天软件,14.73,-0.34,-0.05,14428.0,21180086.0,1.89,14.84,14.56,14.7,14.78,0.49,0.85,-71.74,3.39,5892000000.0,2489664600.0,0.0,0.14,1.17,-7.42
3125,301552,科力装备,46.85,-0.34,-0.16,6285.0,29412619.98,3.11,47.67,46.21,46.8,47.01,0.8,4.34,20.78,2.87,3185800000.0,678544198.0,0.0,-0.11,-15.71,-20.11
3126,301133,金钟股份,20.52,-0.34,-0.07,7108.0,14582704.0,2.38,20.79,20.3,20.51,20.59,0.58,0.74,24.75,2.23,2187904247.0,1976916479.0,-0.05,-0.24,-4.25,-6.64
3127,300595,欧普康视,14.56,-0.34,-0.05,38770.0,56462572.3,1.51,14.71,14.49,14.59,14.61,0.48,0.58,22.8,2.78,13047978740.0,9733283706.0,0.0,-0.07,-12.81,-23.17
3128,002136,安 纳 达,8.76,-0.34,-0.03,24917.0,21733979.3,2.05,8.82,8.64,8.79,8.79,0.54,1.16,-45.9,1.62,1883575200.0,1878632458.0,0.0,-0.11,-7.4,-10.15
3129,601991,大唐发电,2.93,-0.34,-0.01,691292.0,202489959.0,1.7,2.96,2.91,2.95,2.94,0.63,0.56,12.03,1.79,54224661777.0,36320541081.0,0.0,0.0,10.98,2.81
3130,688369,致远互联,29.68,-0.34,-0.1,27475.0,81755290.0,4.37,30.5,29.2,29.74,29.78,0.77,2.38,-20.39,3.06,3419672347.0,3419672347.0,0.07,0.24,60.43,47.88
3131,301512,智信精密,35.7,-0.34,-0.12,6195.0,21976788.0,2.85,36.14,35.12,35.7,35.82,0.9,2.5,-43.41,1.94,1904002380.0,885838380.0,0.06,0.03,-2.57,-7.99
3132,600780,通宝能源,5.69,-0.35,-0.02,94722.0,53662361.0,2.63,5.73,5.58,5.69,5.71,0.85,0.83,12.73,0.86,6523599356.0,6523599356.0,-0.18,-0.18,8.59,1.07
3133,601121,宝地矿业,5.73,-0.35,-0.02,31133.0,17756929.0,2.09,5.77,5.65,5.75,5.75,0.62,0.82,33.15,1.5,4584000000.0,2177400000.0,0.0,0.0,-6.68,-18.14
3134,600777,ST新潮,2.84,-0.35,-0.01,965647.0,273846983.0,2.11,2.87,2.81,2.87,2.85,0.83,1.52,8.77,0.89,19313408143.0,18079872790.0,0.0,0.0,33.33,27.93
3135,000415,渤海租赁,2.86,-0.35,-0.01,398439.0,114098647.44,1.39,2.88,2.84,2.86,2.87,0.48,0.74,19.57,0.56,17687730867.0,15423853396.0,-0.35,-0.35,-19.21,-24.14
3136,601567,三星医疗,25.69,-0.35,-0.09,41109.0,105569670.0,1.75,25.96,25.51,25.87,25.78,0.49,0.29,14.97,3.1,36248758809.0,36043220595.0,-0.16,-0.12,-11.2,-16.48
3137,600756,浪潮软件,14.16,-0.35,-0.05,46531.0,65887063.0,2.32,14.37,14.04,14.16,14.21,0.53,1.44,336.77,1.97,4589238342.0,4589238342.0,-0.07,-0.14,1.72,-1.19
3138,601107,四川成渝,5.66,-0.35,-0.02,147484.0,83806543.0,4.05,5.81,5.58,5.69,5.68,0.65,0.68,11.86,1.06,17308619600.0,12241108400.0,-0.35,-0.18,15.75,8.22
3139,000498,山东路桥,5.75,-0.35,-0.02,104921.0,60318275.88,1.21,5.78,5.71,5.74,5.77,0.84,0.72,3.86,0.6,8975740944.0,8382949035.0,0.17,0.0,2.68,-3.36
3140,002730,电光科技,14.41,-0.35,-0.05,82311.0,118876200.23,2.01,14.6,14.31,14.6,14.46,0.44,2.38,58.24,3.3,5217571071.0,4986290571.0,-0.07,-0.07,-11.54,5.49
3141,603595,东尼电子,17.23,-0.35,-0.06,22212.0,38058208.0,2.31,17.32,16.92,17.28,17.29,0.47,0.96,347.72,2.56,4004981277.0,4004981277.0,-0.06,-0.29,4.11,0.82
3142,301229,纽泰格,22.67,-0.35,-0.08,22487.0,50618799.8,4.44,23.1,22.09,22.65,22.75,0.94,2.92,48.37,2.77,2593315607.0,1747905967.0,0.31,0.31,9.78,3.37
3143,603628,清源股份,11.15,-0.36,-0.04,23446.0,26226283.0,1.34,11.27,11.12,11.23,11.19,0.72,0.86,23.4,2.34,3052870000.0,3034677660.0,-0.18,-0.27,-13.16,-10.66
3144,300445,康斯特,16.71,-0.36,-0.06,31546.0,52619298.0,2.86,16.93,16.45,16.8,16.77,0.59,2.22,28.3,2.97,3549705517.0,2373901856.0,0.06,-0.06,0.18,2.7
3145,600760,中航沈飞,44.04,-0.36,-0.16,137804.0,603302984.0,1.97,44.18,43.31,43.93,44.2,0.88,0.5,35.76,7.11,121361006553.0,120878209245.0,-0.25,-0.27,-7.01,-12.93
3146,002043,兔 宝 宝,10.97,-0.36,-0.04,79612.0,86927191.2,1.82,11.03,10.83,11.01,11.01,0.8,1.09,15.52,2.99,9127686385.0,8046217437.0,0.09,0.09,1.2,-7.66
3147,000429,粤高速Ａ,14.0,-0.36,-0.05,42797.0,60047333.1,1.0,14.12,13.98,14.0,14.05,0.51,0.33,18.74,2.8,29271285764.0,18246606084.0,-0.07,-0.07,4.87,-4.76
3148,300981,中红医疗,11.07,-0.36,-0.04,18091.0,19940990.72,2.25,11.18,10.93,11.05,11.11,0.72,0.51,63.45,0.77,4317386346.0,3956773070.0,0.0,-0.18,-11.51,-13.92
3149,601518,吉林高速,2.79,-0.36,-0.01,102126.0,28397472.0,1.79,2.81,2.76,2.79,2.8,0.59,0.54,9.79,0.98,5274643342.0,5274643342.0,0.36,0.0,5.68,0.36
3150,000553,安道麦A,5.49,-0.36,-0.02,29519.0,16145758.5,2.0,5.54,5.43,5.52,5.51,0.59,0.14,-4.41,0.67,12790666595.0,11952125066.0,0.0,0.0,-8.5,-17.81
3151,600293,三峡新材,2.78,-0.36,-0.01,109943.0,30503247.0,2.15,2.8,2.74,2.79,2.79,0.59,0.95,171.94,1.86,3225203228.0,3225203228.0,-0.36,0.0,-10.32,-11.75
3152,603022,新通联,8.35,-0.36,-0.03,20021.0,16622265.0,2.86,8.42,8.18,8.38,8.38,0.61,1.0,36.87,2.12,1670000000.0,1670000000.0,0.0,0.12,12.38,14.38
3153,600698,湖南天雁,5.61,-0.36,-0.02,155030.0,86657952.0,2.84,5.69,5.53,5.6,5.63,0.76,1.87,1459.55,7.82,6009544380.0,4658236970.0,-0.18,0.0,-7.27,24.12
3154,002267,陕天然气,8.2,-0.36,-0.03,41560.0,34103566.0,1.82,8.3,8.15,8.3,8.23,0.8,0.37,13.07,1.36,9119018649.0,9119018649.0,0.0,0.0,5.26,-2.96
3155,603991,至正股份,46.99,-0.36,-0.17,10020.0,47035765.0,1.55,47.38,46.65,47.18,47.16,0.5,1.34,-114.71,15.51,3502399556.0,3502399556.0,0.06,0.02,-16.83,-9.98
3156,603367,辰欣药业,13.81,-0.36,-0.05,22807.0,31603461.0,1.44,13.99,13.79,13.83,13.86,0.76,0.5,11.78,1.07,6252534521.0,6252534521.0,0.0,-0.14,4.62,0.51
3157,300774,倍杰特,8.34,-0.36,-0.03,21137.0,17588356.0,1.67,8.4,8.26,8.36,8.37,0.7,1.08,16.56,2.27,3409088924.0,1625476533.0,0.0,-0.12,-3.36,-5.01
3158,600600,青岛啤酒,79.6,-0.36,-0.29,29445.0,232728373.0,1.73,79.66,78.28,79.66,79.89,0.49,0.42,24.99,3.74,108590064325.0,56438863063.0,0.38,0.03,6.39,-1.63
3159,002520,日发精机,5.59,-0.36,-0.02,262018.0,146184698.5,2.5,5.67,5.53,5.58,5.61,0.54,3.65,-47.53,3.79,4193870506.0,4010490556.0,-0.36,-0.36,-10.13,-2.78
3160,688163,赛伦生物,16.74,-0.36,-0.06,6210.0,10353634.0,2.68,16.93,16.48,16.93,16.8,0.62,1.4,39.91,1.65,1811602800.0,742787280.0,0.42,0.06,-2.5,-4.67
3161,002327,富安娜,8.27,-0.36,-0.03,25450.0,21092596.0,1.2,8.35,8.25,8.3,8.3,0.58,0.52,17.74,1.9,6936442148.0,4034057728.0,-0.12,0.0,-6.76,-6.45
3162,301120,新特电气,8.41,-0.36,-0.03,50430.0,42420936.0,2.49,8.52,8.31,8.42,8.44,0.72,3.2,206.16,1.99,3123819273.0,1324484752.0,-0.36,-0.12,-5.08,-15.14
3163,600561,江西长运,5.56,-0.36,-0.02,29730.0,16385221.0,2.69,5.59,5.44,5.58,5.58,0.95,1.05,143.38,1.73,1581691008.0,1581691008.0,0.0,-0.36,1.83,3.54
3164,600796,钱江生化,5.42,-0.37,-0.02,49025.0,26432546.0,2.39,5.46,5.33,5.39,5.44,0.76,1.58,29.35,1.43,4696894852.0,1677370158.0,0.18,0.18,-6.07,-5.57
3165,000408,藏格矿业,34.6,-0.37,-0.13,61249.0,211979954.0,1.64,34.9,34.33,34.79,34.73,0.68,0.39,18.18,3.76,54329810777.0,54329239877.0,0.0,-0.2,17.29,24.77
3166,603665,康隆达,16.35,-0.37,-0.06,10644.0,17352165.0,2.93,16.53,16.05,16.25,16.41,0.35,0.66,-31.06,2.49,2649702369.0,2618742009.0,-0.06,-0.37,18.74,15.79
3167,688356,键凯科技,56.83,-0.37,-0.21,3344.0,18893704.0,3.24,57.5,55.65,57.03,57.04,0.5,0.55,112.07,2.72,3446779281.0,3446779281.0,-0.21,0.12,9.39,-0.19
3168,300333,兆日科技,10.86,-0.37,-0.04,98754.0,107810118.5,3.03,11.12,10.79,11.0,10.9,0.59,2.95,-851.12,5.78,3648960000.0,3635711528.0,0.0,-0.09,-31.44,-40.2
3169,001313,粤海饲料,8.09,-0.37,-0.03,85631.0,69920232.0,3.2,8.3,8.04,8.14,8.12,0.66,1.22,-63.01,2.18,5663000000.0,5655983551.0,-0.25,0.0,-11.68,-7.44
3170,300770,新媒股份,37.5,-0.37,-0.14,11948.0,44710614.24,1.43,37.73,37.19,37.73,37.64,0.63,0.52,13.06,2.38,8592409088.0,8592409088.0,0.05,0.05,-4.14,-7.2
3171,001367,海森药业,27.13,-0.37,-0.1,9994.0,27137027.5,3.45,27.75,26.81,27.59,27.23,0.9,3.82,22.72,2.07,2784975890.0,709576224.0,0.37,-0.11,5.2,-0.4
3172,300206,理邦仪器,10.91,-0.37,-0.04,25918.0,28328346.0,2.47,11.09,10.82,10.96,10.95,0.58,0.77,27.59,3.14,6324127105.0,3691721054.0,-0.09,-0.18,1.49,-2.42
3173,300503,昊志机电,21.46,-0.37,-0.08,69686.0,149346851.0,2.18,21.72,21.25,21.33,21.54,0.52,2.91,60.94,5.54,6568323061.0,5130813501.0,0.09,0.0,1.04,13.42
3174,603489,八方股份,23.93,-0.37,-0.09,12914.0,30854293.0,2.58,24.32,23.7,24.04,24.02,0.49,0.55,82.29,2.13,5623861162.0,5623861162.0,-0.04,-0.04,7.21,0.46
3175,603178,圣龙股份,16.11,-0.37,-0.06,26032.0,41863736.0,2.54,16.32,15.91,16.17,16.17,0.68,1.1,416.27,2.99,3808595403.0,3808595403.0,-0.25,-0.31,-10.5,-17.0
3176,603500,祥和实业,8.06,-0.37,-0.03,115566.0,92609375.0,3.34,8.16,7.89,8.16,8.09,0.53,3.39,36.75,2.81,2770603125.0,2746818307.0,-0.12,0.0,15.64,4.68
3177,601607,上海医药,18.55,-0.38,-0.07,33324.0,61704448.0,0.81,18.59,18.44,18.49,18.62,0.45,0.12,15.11,0.96,68790111557.0,51739799218.0,-0.16,-0.22,-6.83,-11.67
3178,300612,宣亚国际,13.08,-0.38,-0.05,51447.0,67255798.13,2.97,13.3,12.91,13.13,13.13,0.93,2.86,-67.26,4.89,2360344808.0,2352823808.0,-0.15,0.08,-21.68,-17.16
3179,300649,杭州园林,10.6,-0.38,-0.04,41374.0,44491147.54,5.26,11.04,10.48,10.87,10.64,1.5,3.9,-63.46,2.73,1403616055.0,1124838228.0,0.0,-1.12,1.15,-1.03
3180,002993,奥海科技,31.38,-0.38,-0.12,21787.0,68344055.4,2.0,31.72,31.09,31.5,31.5,0.52,0.91,21.62,1.81,8662135200.0,7482464758.0,-0.06,-0.03,-23.18,-23.46
3181,688777,中控技术,47.67,-0.38,-0.18,44425.0,211625942.0,1.46,48.0,47.3,47.67,47.85,0.49,0.57,33.74,3.66,37687485174.0,37307661911.0,-0.17,-0.23,-0.46,-4.03
3182,301175,中科环保,5.21,-0.38,-0.02,173088.0,89915717.8,1.91,5.26,5.16,5.24,5.23,0.5,2.78,23.91,2.14,7668494800.0,3239994800.0,0.19,0.0,4.41,-3.52
3183,600817,宇通重工,10.6,-0.38,-0.04,23062.0,24322657.0,2.16,10.67,10.44,10.64,10.64,0.79,0.44,25.06,2.34,5690603534.0,5588843068.0,0.09,0.19,-6.53,-7.67
3184,688525,佰维存储,60.15,-0.38,-0.23,90352.0,543100311.0,2.17,60.81,59.5,60.15,60.38,0.64,2.85,157.94,6.42,27745127404.0,19085856171.0,-0.05,-0.28,2.21,-2.94
3185,603057,紫燕食品,23.86,-0.38,-0.09,66253.0,153987077.0,8.77,24.1,22.0,24.1,23.95,1.25,9.73,162.38,4.88,9884255530.0,1623957531.0,1.1,1.1,36.42,18.77
3186,688121,卓然股份,10.44,-0.38,-0.04,14310.0,14874662.0,2.0,10.52,10.31,10.5,10.48,0.77,1.01,24.07,0.96,2438930191.0,1478081283.0,0.0,-0.19,-1.23,-3.06
3187,300283,温州宏丰,5.2,-0.38,-0.02,68091.0,35217992.0,3.07,5.24,5.08,5.22,5.22,0.87,2.21,-30.86,3.05,2273867528.0,1599116984.0,0.0,-0.57,-5.11,-5.28
3188,688435,英方软件,29.22,-0.38,-0.11,7521.0,21900279.0,2.97,29.57,28.7,29.5,29.33,0.6,1.63,-85.61,2.19,2439870000.0,1348442076.0,0.34,0.0,0.76,-3.18
3189,300707,威唐工业,13.25,-0.38,-0.05,48046.0,63500214.0,2.93,13.4,13.01,13.28,13.3,0.67,3.35,59.13,2.08,2345279428.0,1898474376.0,0.08,-0.15,-8.62,-13.79
3190,002129,TCL中环,7.72,-0.39,-0.03,225140.0,173108158.59,1.16,7.74,7.65,7.72,7.75,0.67,0.56,-3.86,0.9,31212853768.0,31189244718.0,0.0,0.0,-12.17,-12.97
3191,603638,艾迪精密,17.98,-0.39,-0.07,26891.0,48321026.0,1.77,18.14,17.82,18.06,18.05,0.53,0.32,39.94,4.7,14942967490.0,14942967490.0,-0.06,-0.11,6.71,6.45
3192,600222,太龙药业,5.05,-0.39,-0.02,79422.0,40237063.0,2.96,5.16,5.01,5.08,5.07,0.75,1.38,57.36,1.84,2898125729.0,2898125729.0,-0.2,-0.2,1.0,-0.79
3193,601900,南方传媒,15.4,-0.39,-0.06,47142.0,72372656.0,2.91,15.6,15.15,15.4,15.46,0.6,0.53,19.55,1.72,13796499116.0,13796499116.0,0.13,0.0,6.13,1.92
3194,688185,康希诺,53.97,-0.39,-0.21,7811.0,42089220.0,2.93,54.94,53.35,54.16,54.18,0.62,0.68,-35.25,2.72,13354871049.0,6194622576.0,-0.18,0.04,-5.51,-11.6
3195,603232,格尔软件,12.76,-0.39,-0.05,25880.0,33025379.0,2.26,12.91,12.62,12.81,12.81,0.6,1.12,-59.39,2.24,3012006868.0,2951396868.0,0.08,-0.08,0.87,-0.93
3196,688677,海泰新光,30.26,-0.39,-0.12,7836.0,23681964.0,3.03,30.78,29.86,30.78,30.38,0.88,0.65,27.06,2.8,3649779640.0,3649779640.0,-0.2,-0.36,-23.84,-19.65
